GeneSet DESC Genes
GO_POSITIVE_REGULATION_OF_DNA_REPLICATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DNA_REPLICATION CDC42,KITLG,INO80,CTC1,RAC1,CDC7,PARM1,GLI1,EGFR,PDGFB,KCTD13,PDGFC,CTNNB1,NEK2,MAP2K7,BMP4,INS,E2F7,POT1,CDK2,PDGFRA,IL3,CCT7,CCT4,PLA2G1B,INSR,MAPK1,OBFC1,PRKCQ,NEK7,FGF10,BMP5,DNA2,ACD,PNKP,HNRNPA1,AREG,CCT8,PCNA,CDK1,AURKB,IGF1,CALR,ATM,CCT6A,IGF1R,DBF4B,PDGFA,WRAP53,MAPK3,ATF1,GREM1,MAPKAPK5,CCT5,BMP6,MAP3K4,UCN,STOML2,NPM2,NVL,E2F8,MAPK15,TNKS,MAS1,JUN,KLF4,HRAS,EREG,CSF2,PKIB,TCP1,DKC1,WIZ,GRHL2,CCT2,HMBOX1,ATR,ATRX,TGFB3,CCT3,GLI2,EPO,TNFAIP1,SHC1,TNKS2,IL6
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS EN2,AMBRA1,AXL,NONO,LIG4,FAM134B,DLX1,CHL1,DNAJC5,CORO1A,NTRK2,ISL1,NR4A2,NTRK1,HIPK2,ILK,STAR,NGFR,CLCF1,KIF14,TYRO3,MTNR1B,FOXB1,XRCC2,CNTF,NR4A3,ZNF259,PSEN1,TGFB3,NES,GRIK2,CCL2,GPI,FYN,HYOU1,BAX,CRLF1,SIX4,KRAS,OXR1,FGF8,NAIP,TP73,TOX3,MSH2,GABRB3,BHLHB9,VSTM2L,ITSN1,SET,CEBPB,NTF3,PIN1,STXBP1,TFAP2D,MT3,JUN,HIF1A,C5AR1,LRP1,RASA1,FAIM2,UNC5B,SOD2,PPARGC1A,GCLM,CNTFR,SYNGAP1,POU4F1,APOE,PPT1,WFS1,STAMBP,KDM2B,EPOR,HMOX1,NRBP2,MAP2K4,ERBB3,LGMN,AGAP2,NRP1,BCL2L1,BARHL1,ADAM8,BTG2,SNCA,ALKBH1,MEF2C,EN1,ANGPT1,NEFL,PTK2B,BDNF,PIK3CA,BRAF,SOD1,NDNF,NTF4,PINK1,JAK2,GCLC,MAP3K12,HSP90AB1,TFAP2B,CITED1,GABRB2,GFRAL,CLN3,SNCB,C1orf187,GDNF,MECP2,GDF5,ROCK1,VEGFB,PARK7,CPEB4,CACNA1A,SIX1,PRKCG,HRAS,AARS,PARK2,NGF,GRIN1,PRKCI,ADNP,F2R,PRDX2,MDK,UBE2V2,GABRA5,BCL2,PCP4
GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS SHH,NPM2,MSX2,PTGER4,INHBB,RETN,SIRT2,ZFPM2,SOX9,INHBA,PDE3A,PLB1,XBP1,DAZL,POMZP3,UBE2B,GLRA1,CACNA1H,PRDM9,OXT,NR5A1,FAM170B,VIP,C1QBP,EDNRB,CTNNB1,PLAU,P2RY1,WNT4,CITED2,OXTR,OVOL1,SEMA3A,INSR,WT1,ZP4,PTAFR,DRD4,P2RY2,SRY,PIWIL2,DMRT1,AURKA,CIB1,ACVR1B,PLCB1,ZP3,WNT5A,IQCF1,SMURF2,PDE5A,MSX1
GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT AGTR2,PDGFRB,BASP1,WT1,MYC,EGR1,LIF,GDNF,PAX8,PDGFB,ADIPOQ,PAX2,RET,PDGFA
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS LGALS9,ZC3H8,TP53,TGFB2,BBC3,NFKBID,PRELID1,P2RX7,WNT5A,CCL5,FNIP1,IDO1,LGALS16,PDCD1,IL10,ADAM8,LGALS13,LGALS14,BAX,FAS
GO_NUCLEOTIDE_PHOSPHORYLATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_NUCLEOTIDE_PHOSPHORYLATION NME4,NME6,NME9,CMPK2,ENO3,BPGM,PGK1,GAPDHS,AK2,PFKFB3,TPI1,PKM2,NME7,GCK,RAD50,ALDOB,PKLR,NME5,DTYMK,PFKL,NME2,OGDHL,TXNDC3,HK2,LDHA,PFKFB1,ADPGK,PGK2,AK5,PGAM4,NME3,AKD1,NME2P1,AK4,HK1,ENO1,AK8,GALK1,PNKP,PGAM2,AK7,ALDOC,HK3,PFKFB2,PFKFB4,GUK1,CMPK1,AK1,GAPDH,ALDOA,OGDH,PFKP,HKDC1,GPI,PGAM1,PFKM,DHTKD1,ENO2,NME1,ENO4,PGM1
GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC POLR2H,TAF1C,POLR2E,SMARCD1,ERCC6,SMARCA5,HIST2H4B,HIST1H4D,HIST1H4H,HIST1H4E,AICDA,ATAD2,H3F3B,POLR2F,MLL4,HMGA1,HIST1H3H,HIST2H3A,ACTB,ZNRD1,TAF1B,PHF8,PADI2,POLR1C,HIST1H3J,DEK,CHEK1,MYBBP1A,HIST1H4I,HIST1H3F,SF3B1,HIST2H4A,HIST1H4C,BAZ1B,POLR2L,TWISTNB,ARID1B,HIST2H3C,HIST1H3E,HIST1H4K,APOBEC1,CTNNB1,HIST1H4B,POLR2K,H2AFY,POLR1D,HIST1H3G,HIST1H4F,POLR1A,CD3EAP,TET1,ATAD2B,HIST1H4J,HIST2H3D,TBP,DDX21,HIST4H4,HIST1H3D,TAF1D,TAF1A,MYO1C,ARID1A,HIST1H3I,HIST1H3C,POLR1B,HIST1H3A,PHF2,SLC50A1,WBP2,KAT2B,HIST1H3B,HIST1H4A,HIST1H4L,EP300,KAT2A,H3F3A,ASF1A,POLR1E
GO_GLUTAMATE_SECRETION http://www.broadinstitute.org/gsea/msigdb/cards/GO_GLUTAMATE_SECRETION SLC1A2,GLS,RIMS1,SLC1A7,SLC17A7,STX1A,NF1,GLS2,STXBP1,PPFIA4,APBA1,GIPC1,PPFIA3,SNAP25,SLC38A2,NTRK2,VAMP2,SLC1A1,PPFIA2,SYT1,SLC1A3,SLC1A6,PPFIA1,UNC13B,CPLX1,GRM2,BZRAP1,RAB3A
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MRNA_METABOLIC_PROCESS RBM10,PNPT1,PAF1,RBM4,CPEB3,CTR9,SNW1,RNF20,YTHDC1,C1QBP,RNPS1,TNRC6B,NANOS3,SRSF6,SYNCRIP,U2AF2,FMR1,RBMY1A1,NANOS1,POLR2G,CELF4,NANOS2,CWC22,RBM25,HNRNPL,HNRNPR,SAFB,RC3H1,RDBP,CNOT7,DAZAP1,MBNL2,CDC73,DHX34,NSRP1,HNRNPA2B1,TIA1,RBM42,HMX2,NBAS,GTPBP1,SRPK1,CNOT8,TMBIM6,ZC3HAV1,SRSF10,THRAP3,DDX5,ZFP36L2,RBM8A,RBM11,SF3B4,JMJD6,RBM15B,SLC39A5,LEO1,SRSF9,SUPT5H,PRPF19,TOB1,WTAP,UPF1,CDK11B,PABPN1,SRRM4,CDK11A,PTCD2,SFSWAP,APOBEC1,CCNT1,PTBP1,TNRC6C,NCBP2,NOVA1,CELF3,AHCYL1,BARD1,RNF40,CDK9,RBFOX2,IWS1,ZC3H12A,SRSF12,SUPT6H,SRSF2,SRSF7,SAP18,RBFOX1,NCBP1,ACIN1,CPSF4,MAGOH,UHMK1,ZC3H14,CELF6,SECISBP2,DYRK1A,SF3A1,SRPK2,PABPC1,HNRNPK,HSPA8,SRSF3,CNOT1,PAPOLA,C11orf35,HSPA1A,BTG2,RBMX,ZFP36,SRSF4,TRA2B,MYOD1,SNRNP70,RBFOX3,CCNB1,RBM5,EIF2C2
GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING TERT,BAMBI,TNFSF18,CTHRC1,PKD1,TRAF2,TRIB3,SPTA1,ITGA2,TMEM173,AMFR,STK4,CAPRIN2,ARRB1,PLK2,EPB41L5,BMP2,TIRAP,MEN1,MEF2C,BMP4,SPPL3,HIPK2,PLXND1,HFE,GSK3B,AKTIP,HERPUD1,LRRK2,LFNG,FKBP1A,NRP1,ZNF268,PLCL2,TIAM1,KRIT1,EP300,EPB41,WNT5A,MAPRE1,RFNG,GCG,CSF3,VTN,TICAM1,TRAF4,PACS1,B2M,FLOT1,RAN,MMP9,RALB,PARK7,CDK5,STK3,DACT1,USP33,TCF7L2,DERL1,PLCL1,MFNG,MAPRE3,RAPGEF2,CAV1,CRBN,ADD1,HSP90AB1,ADD2,GNL3L,SPAG8,ARHGEF7,ABL1,WNT3A
GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS TBC1D10C,AKAP1,AKAP6,PPP3R1,MTOR,PPP3CB,LACRT,SPPL3,AKAP5,DYRK2,CHERP,TMEM110,GSK3B,PPP3CA,SLC9A1,TNF,MAPK7
GO_REGULATION_OF_VASCULOGENESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_VASCULOGENESIS RAP1A,HEY1,HEY2,RAPGEF2,RAMP2,ADM,XDH,CD34,TMEM100,EMP2,KDR,HIF1AN,ASB4
GO_LENS_FIBER_CELL_DIFFERENTIATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_LENS_FIBER_CELL_DIFFERENTIATION PROX1,NF2,CRYGB,TMOD1,TDRD7,TBC1D20,VIM,NTRK3,EPHA2,CRYGD,WNT5B,SMAD3,SLC7A11,FZR1,TGFB1,SKIL,WNT7A,KDM5B,PITX3,WNT7B,MAF,BFSP2,BFSP1,SIX3,FRS2
GO_SENSORY_PERCEPTION http://www.broadinstitute.org/gsea/msigdb/cards/GO_SENSORY_PERCEPTION OR10X1,GJD2,ATP6V1B1,CDH3,POU4F3,OR4F3,CST1,RGR,OR2T7,OR2F2,PDE6G,OR2T6,SFRP5,OR6B3,GNAT2,SCNN1B,OR1S1,GABRB3,OR2F1,USH2A,OR10V1,OR51F2,TAS2R45,ABLIM1,OR51T1,OR1Q1,OR6C68,PDZD7,OR2W5,B3GNT2,OR51A2,OR2T8,OPN5,KCND2,MYO15A,HOMER2,OR4K5,OTOG,OR13C7P,OR10AG1,LRIG2,LHFPL5,EPHB1,OR2A14,KCNK4,ANO1,TULP1,OR2T35,OR4D1,OR52P1P,CHRNB2,OR7C1,EPAS1,OR10AC1P,ARRB2,FBXO11,OR52B6,GNB1,OR5H14,LPO,UNC119,OR8H3,OR51F1,OR4C3,OR4F6,OR9K2,CALCA,RBP4,COL2A1,OR10J4,TBX1,OR1L6,OR10H5,GUCY2F,OR8K1,OR52R1,SLC6A3,CRYBB2,GJA8,BBS5,OR9G9,OR6Q1,TH,PIGR,OR8G1,OR51B6,RCVRN,OR2M5,OR1M1,GRM1,OR10G7,UGT2A1,ARL6,HOXD1,CHRNA9,OR11G2,OR2G2,SLC45A2,GNAT1,OR10A2,BBS7,DNM1,OR1D5,HPN,PAWR,OR9Q1,OR52W1,OR1G1,OR6X1,SERPINB6,OR1L8,OR6J1,OR4A8P,RP1,OPN1LW,CALHM1,OR52L2P,OR4S1,OR2C1,OR2T33,IMPG1,OR9Q2,OR5M1,KERA,OR2V2,OR2T27,OR1L1,SHANK1,OR10R2,RDH10,OR13D1,ATF6,MYO3B,POU4F2,CYP1B1,TAS1R2,OR11H7,OR4K15,OR1P1,OR6C74,CACNA1D,OR5AK3P,OR4C45,EDNRB,OR2T3,SIX3,OR5T1,SCN9A,CRYBA1,OR5AN1,OR10G2,OR6A2,OR52K2,OR4N4,OR4C15,OR6C3,OR5C1,OR1S2,OR2AE1,ACCN2,MECP2,OR4F21,OR5AC1,MC1R,CDH23,GBX1,OR5K1,OR13H1,RP1L1,MYO9A,OR51G2,OR2T34,GABRB2,PAX3,OR13G1,CLN6,OR10A5,OR1J1,OR6N2,OR4A5,PRCD,SAG,DRD2,OTOA,OR51I2,SOD1,MFRP,OR5D16,TGFBI,OR1J4,OR8B2,HTR2A,OR52N1,OMP,OR2M3,TAS2R3,OR56B2P,LXN,OR4F16,ROM1,RTP1,RPGRIP1,PDE6A,OR6N1,LEF1,OR7G3,OBP2B,EFEMP1,OTOF,STRC,ALDH7A1,OR10AD1,IL12B,OR4D9,PITPNA,OR4E1,OR56B4,ZNF354A,BARHL1,OR6K3,GJB2,OPN1MW,GNAL,SLC26A5,P2RX7,OR8D1,TTC8,DCDC2,TIMM9,OR4K3,GRK7,NOB1,C5AR1,ARR3,DLL4,CACNB2,KCNA2,TJP1,GJA10,HEXB,KIAA1199,OR52K1,OR4F17,OR10Z1,KCNA1,OR10G6,SERPINE2,OR6C70,OR4L1,OR8U9,OR2J3,AOC2,OR12D2,OR2J2,OR52B4,OR10A6,OR5H6,OR51S1,ACCN3,MYO5A,OR3A3,FZD4,OR10C1,PIEZO2,COCH,OR52E5,OR6C6,SCNN1A,OR5H1,PDE6D,SLC17A8,OR2T4,OR4X2,OR1N2,OR3A1,KCNQ4,NDN,OR2AK2,PDE6C,LOXHD1,NIPBL,BEST1,STRCP1,OR2A1,OPA1,RPL38,OR52A5,CD36,GJB4,NXNL2,TIMP3,TAS2R46,MYO1A,TAS2R14,ATP8B1,OR8K3,COL11A2,OR56A1,FYN,RABGGTA,ICAM1,EDNRA,CNGA3,COL4A3,CNGA4,PCDH15,PAX6,OR4K2,TAS1R3,OR8G5,OR9G4,HOXA1,OPRD1,TAS2R4,OR6C4,CACNA1F,CDKN1B,NRL,SLC26A4,GRIN2A,MRGPRX2,OR5W2,OR10T2,TRPM1,OPRL1,ITGA2,OR2AT4,OR51J1,DIAPH1,SPRY2,GUCA1B,CRYBB1,OR1I1,CLIC5,OR1E3,P2RY2,OR51G1,ATP6V0A4,PDE4A,ADORA1,OR2B2,OR4C12,CHD7,RABGGTB,TMIE,GPR143,EYS,OR2A7,OR6B1,OR4C46,MYO7A,IAPP,SOX14,OR2A42,OR52I2,MAPK3,CCDC50,KPTN,OR2T2,CACNB4,SLC9A3R1,OR1N1,OR10A7,GJC1,OR2T5,FGFR1,ADCYAP1,OR5B12,EYA3,OR5R1,GABRA5,OR5K3,OR4D2,OR52J3,OR2T10,OR7G1,OR2G3,SNAI2,OR4D10,OR2L13,ATP8A2,GABRR2,OR8B4,FSCN2,HSF4,WDR36,OAT,CNGB3,OR10W1,OTOS,SPATA7,CYP4V2,OR2A25,OR5K2,OR10J1,TRPV2,SLC1A3,PDYN,OR8J1,OR9A4,PAX2,OR5H2,TAAR3,TRPM3,TAS2R42,PIP,OR52E2,IRX5,COL11A1,NAV2,OR2A5,OR8G2,SYT10,RP2,CCKBR,CRYZ,OR4N2,OR52I1,RD3,OR6B2,LOC100507003,OR8H2,SCNN1D,LRIG1,DLG2,TAS2R8,SPTBN4,OR1J2,TUB,GPX1,WDR1,OR2T12,OR5V1,OR2B6,OR4K14,SLC24A2,OR52E8,OR2I1P,POU3F4,CABP4,TAS2R13,DFNB59,GRK1,LRTOMT,OR2S2,OR4K13,TAC1,OTOGL,OR7E24,OR3A2,OR10G4,CHRNA4,OR4C5,CCDC66,OR7D2,OR52E6,NLGN2,OR1F1,BBS4,GJB3,OR5AK2,OR51I1,OR52A4,PPEF2,GUCA1A,SOBP,HPS1,OR8D2,OR4Q2,TMC2,LCN1,BBS9,POU4F1,OCLM,OR5B21,WFS1,OR10G8,OR2M2,LAMB2,GLRB,OR8J2,TAS2R50,OR5AU1,PTGS1,OR12D1P,ABCA4,OR5A1,OR2H2,PDE6B,OR6S1,TAS2R31,PRR4,OR4C13,NPY1R,TAS2R16,KIFC3,OR6K2,BFSP2,RDH12,MKKS,O3FAR1,OR8B8,OR5H15,TAS2R41,OR13F1,NIPSNAP1,OR4D5,TAS2R40,OR4P4,OR6M1,NTSR2,SCN10A,VAX2,BBS10,NYX,OR51Q1,OR13C3,GRXCR2,OR2L5,OR10D4P,OR6F1,TAAR5,OR5AR1,OR5M3,OR4C11,OR1A1,OR2D2,OR8K5,OR2Y1,CRYGC,CNR2,TRPV1,OR10H4,OR56A3,TYR,OR10J6P,OR4X1,PNOC,IFNG,OR7G2,CHRNA10,OR5D13,OR5D14,OR11H2,NTRK1,OR11H12,RIMS1,OR11A1,NDUFB9,NGFR,OR51E1,OR14J1,OR10Q1,IMPG2,TAS1R1,DNAJC19,AIPL1,NR2E3,ADORA2A,OR51D1,OPN4,NR2F6,OR56B1,TAS2R43,OPA3,GRM7,EYA1,OR7C2,OR4A16,TACSTD2,OR5I1,OR6C75,PPEF1,OR2M4,OR4D6,RDH5,TIMM13,POU6F2,OR2V1,MARVELD2,FAM134B,CLN8,NTSR1,RGS9BP,SGK196,OR52H1,OR52E4,GRIN1,OR5B2,OR2G6,CRYAA,OR2T1,OR52L1,TSPEAR,OR10H2,CEACAM16,OR5M10,UCN,SCNN1G,EDN1,OR8B3,DRGX,VSX1,P2RY1,OR2AG2,OR5H8P,PGAP1,OR7A5,TAS2R1,GLRA1,ABCC6,TRPM5,OR4N5,FAM65B,OR9G1,OR2M7,SRRM4,CST2,BDKRB1,KCNJ10,OR52B2,OR11H4,OR11H6,OR4F4,OR6C2,GRM6,TFAP2A,CRYGB,OR5M11,CLRN1,OR51A7,NR2E1,ESPN,RAX2,OR10K2,C20orf54,CDK5,RLBP1,KCNE1,TAS2R7,CNTN5,USH1G,ALOXE3,CNR1,ALOX5,OR1A2,SCN3A,CNGA2,CNGB1,RGS16,P2RX2,GPR98,OR6T1,OR9A2,RS1,PKD2L1,P2RX3,MYO3A,OR51V1,OR8S1,OR2L8,OR4B1,OR13C4,CA6,ATP2B2,RRH,CACNA2D4,OR5B17,TAS2R30,FXN,CRYBA4,OR2C3,BTBD9,OR1B1,OR2J1,RORB,MAPK1,CHM,VSX2,OPN1SW,OR13C5,RHO,SIX6,OR5F1,DFNB31,CRYM,CRYBB3,MYH14,OR2Z1,CLDN19,OR5T3,OR1C1,IGF1,OR8A1,OR1F12,PDE6H,OR2W1,OR8J3,BEST2,KIT,OR2AG1,GJB6,OR10J3,OR14C36,CRYGD,OR51B4,OR10S1,FZD2,OR5AP2,PDCL,OR8B12,OR52N5,OR1F2P,RAB3A,REEP2,OR10H1,OR5A2,TAS2R19,OR4M2,OR6Y1,RTP4,PDC,OR5AL1,KRT12,OR2A4,GPR179,OR6P1,UCHL1,SDR16C5,OR4D11,OPN1MW2,OR5J2,RAX,GRXCR1,OR7A2P,OR5D18,TPRN,TAS2R39,OR8D4,OR5B3,GRM8,OR4F15,NMU,BBS2,OR6K6,SLC24A1,OR6V1,OR13C6P,OR2W6P,OR10J5,USH1C,OR8U1,ZIC2,OR4C16,OR7A10,RPGR,OR4K1,PKD1L3,CRYGA,OR13C8,OR2K2,OR56A4,MYO6,PTGS2,OR8U8,OR52D1,SLITRK6,TAS2R10,OR10H3,SLC24A4,OR2A2,OR13C9,FAM161A,ZNF513,OR14A16,OR2A12,OR4E2,CRHR2,OR5T2,GNG13,LRIT3,OR10P1,OR51E2,AZGP1,ATXN7,SCN3B,CNGA1,OR8I2,OR2B8P,OR10D3,OR51M1,TAS2R5,GJC3,OR14A2,TAS2R9,OR5K4,OR1L3,TRPA1,TMC1,OR11H1,C2orf85,TAS2R38,OR14I1,ADCY3,OR4F29,GUCY2D,CDKN2D,OR1K1,TBL1X,OR1D4,OR1D2,OR4M1,MME,TMPRSS3,OR5M9,COL18A1,OR2AJ1,RDH8,MMP24,OR6C1,THRB,OR51B2,BBS1,UBR3,OR10G3,GUCA1C,DHRS3,OR14L1P,OR13A1,GNAS,RGS9,OR4A4P,OR4A15,C2orf71,ITPR3,SIX1,OR10K1,RBP3,OR5L1,OR2T29,OR4K17,OR7A17,OR5P3,RTP3,MIP,FAM107B,OR51A4,PRPH2,TAS2R60,OR11L1,OPRK1,OR13J1,LRAT,OR5AC2,OR51L1,NDP,OR56A5,OR9A1P,ACCN1,OR4F5,OR1L4,DRAM2,OLFM2,GJA3,CNNM4,OR9I1,P2RX4,TIMM8B,OR6C76,OR52M1,OR10G9,COL1A1,OR8G3P,OR5G3,OR51H1P,PROK2,OR5P2,OR51B5,OR2L2,GIP,LAMC3,OR4C6,OR4S2,OR52E1,CASP3,RTP2,HOXB8,LUM,OR52A1,OR2W3,PLCB2,OR2AP1,OR5M8,HMCN1,OR1E2,EML2,ADRA2A,OR1E1,OR52N2,SEMA5B,OTOR,KCNQ1,RPE65,WNT10B,OR5L2,OR4A47,OBP2A,TECTA,DFNA5,OR4Q3,OR5AS1,OR2H1,TAS2R20,OR2B3,OR12D3,OR8H1,OR2D3,CST4,TULP2,PENK,OR2T11,OR6C65,OR2B11,OR52Z1,OR7D4,TRPM8,OR10A3,OR52N4,PPT1,CRX,OPRM1,EYA4,OR2L3,GNAT3,OR10A4,OR13C2,TIMM10,TACR1
GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT ALDH1A2,MKI67,E2F8,ARID5B,PDX1,NPHP3,CEBPG,LIPC,TK1,DDX39B,SRSF5,CCDC39,HNRNPD,CPS1,STAT5B,CPB2,RHBDD3,ONECUT1,NCL,ACAT1,ALDH9A1,RARA,RB1CC1,CCDC40,FPGS,UGT1A1,PTPN3,CAD,MPST,DNAAF1,WNT1,SOX9,SOX17,RELA,PIK3CA,GLI1,UPF2,HMGCL,PROX1,AFP,MED1,CTNNB1,POU2F1,IGF2R,E2F7,CUL3,LSR,EP300,AK4,ARG1,NTS,NODAL,HNRNPK,QDPR,HLX,ADA,SMAD3,SP3,ALDOB,ASS1,GATA6,PKM2,HNF1B,CAST,WNT4,RAPGEF3,ZIC3,CEBPA,JUN,NKX2-8,CEBPB,NIPBL,PCSK9,UROD,ONECUT2,ADRB2,FAS,COBL,HGF,PTN,ASNS,FGA,TET2,BAAT,AACS,RGN,NF1,UCP2,PKD2,MKS1,CCND1,MAN2A1,AK2,XBP1,SEC63,ANXA1,KLKB1,JARID2,CCNE1,PKD1,CYP1A1,THRA,LBP,RPGRIP1L,HFE,PRMT5,RXRA,PTCD2,RAP1A,ITGA2,DBP,OTC,HMGCS1,NOTCH1,BDH1,RPS6KA1,CITED2,SULF2,HMGCS2,SRD5A1,CP,PHF2,TGFBR3,HES1,ARF6,HHEX,PSMB9,GNPNAT1
GO_FATTY_ACID_CATABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_FATTY_ACID_CATABOLIC_PROCESS CPT1B,ACADM,ACOX3,SCP2,ECI1,ECI2,HADH,ECHS1,PEX13,ACADS,ACADSB,IVD,GCDH,MUT,PEX7,AMACR,CRAT,SLC27A4,ACADVL,PPARD,ETFDH,BDH2,ACAD8,ECH1,CYP4F12,HADHA,SLC27A2,LEP,ACADL,CYP4F3,CROT,LPIN2,ACAD10,DECR1,CEL,NUDT19,HAO1,SLC25A17,ETFB,HACL1,ACOXL,CYP4F2,HADHB,ADIPOQ,LPIN1,ABCD1,PLA2G15,SESN2,PCCA,ACOX1,ACAD11,ACOX2,PHYH,EHHADH,ABCD3,ACAA1,LPIN3,CPT2,CYP4A11,CPT1A,PCCB,CPT1C,ACOT8,ETFA,ALDH3A2,HSD17B4,LIPE,MCEE,FAAH,ABCD2,ACAD9,PEX2,MMAA
GO_REGULATION_OF_VESICLE_FUSION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_VESICLE_FUSION TBC1D10C,ANXA2,TBC1D12,STXBP1,TBC1D2,TBC1D9,VPS18,DOC2B,SGSM2,RABGAP1L,GRIK5,PLA2G4A,TRIM9,TBC1D25,VPS11,TBC1D13,TBC1D8B,SYT4,TBC1D9B,ADPRH,TBC1D10A,TBC1D3C,RAB3A,USP6NL,ANKRD27,SYT1,TBC1D22A,TBC1D16,TBC1D5,TBC1D22B,ANXA1,TBC1D26,TBC1D4,VPS16,TBC1D1,TBC1D2B,TBC1D21,TBCK,SGSM1,TBC1D3H,STXBP6,RSG1,RUNDC1,AKT2,TBC1D30,TBC1D15,SLAMF1,TMEM27,TBC1D10B,KIAA0528,EVI5,ADPRHL1,GRTP1,SGSM3,SYT3,EVI5L,VPS41,CORO1A,TBC1D3B,RABGAP1,TBC1D8,TBC1D14
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS C20orf7,BCS1L,ACAD9,NDUFB1,NDUFB6,NDUFS4,FOXRED1,NDUFB2,NDUFA12,NDUFC2,NDUFA9,NUBPL,NDUFA1,NDUFS5,NDUFAF3,NDUFS2,NDUFC1,NDUFA11,AIFM1,NDUFA3,OXA1L,NDUFV3,TMEM126B,NDUFS1,TAZ,NDUFAB1,NDUFA6,NDUFA13,NDUFV2,NDUFB7,NDUFAF4,NDUFS7,NDUFAF1,ECSIT,C18orf55,C8orf38,NDUFA10,NDUFS3,NDUFA7,NDUFA5,NDUFB9,NDUFV1,NDUFB4,NDUFB10,NDUFA8,NDUFB11,C2orf56,TIMMDC1,NDUFA2,NDUFB5,NDUFB3,C7orf44,NDUFAF2,NDUFS6,NDUFS8,NDUFB8
GO_REGULATION_OF_LIPID_STORAGE http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPID_STORAGE MSR1,CD36,FITM1,PLA2G10,MEST,SIRT1,NR1H2,PPARG,NFKB1,ITGAV,LPL,EHD1,ABCA1,PLIN5,IL6,ALKBH7,LEP,NFKBIA,ITGB3,FTO,FITM2,ABHD5,SREBF2,OSBPL11,ABCG1,FBXW7,OSBPL8,PNPLA2,APOC4,C3,PPARA,PTPN2,NR1H3,ACACB,SCARB1,CIDEA,TNF,C7orf68,CRP,ZC3H12A,APOB
